192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,wp-hooks&ver=6.6.1 HTTP/1.1" 200 5821 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/wp-ajax-response.min.js?ver=6.6.1 HTTP/1.1" 200 2505 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/api-request.min.js?ver=6.6.1 HTTP/1.1" 200 1023 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/wp-lists.min.js?ver=6.6.1 HTTP/1.1" 200 7521 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-admin/js/site-health.min.js?ver=6.6.1 HTTP/1.1" 200 6282 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.1" 200 3694 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=2.2.0 HTTP/1.1" 200 7047 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/quicktags.min.js?ver=6.6.1 HTTP/1.1" 200 11132 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 HTTP/1.1" 200 21464 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 HTTP/1.1" 200 25504 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
